pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc
3lr4,7.84915,7.84915,7.84915,3.05512,0.595902,7.70,7.50,7.50,2.53,0.52
3lss,20.1626,20.1626,20.1626,3.60681,0.657712,19.90,19.70,19.50,3.39,0.64
3luz,5.93366,3.59762,3.59762,2.17628,0.432716,5.50,4.10,2.50,1.94,0.37
3lvr,19.6901,6.00789,6.00789,3.29128,0.624897,19.50,5.50,5.50,2.80,0.56
3m0j,3.54996,3.54996,3.54967,1.91154,0.354151,3.30,3.10,2.50,1.85,0.34
3m0k,3.64853,3.64853,3.39015,1.96137,0.37056,3.50,3.30,3.10,1.85,0.34
3m7w,3.97734,3.75215,2.0166,2.09257,0.410024,3.90,3.70,1.70,2.08,0.41
3mbm,10.4086,5.14089,5.14089,2.41314,0.488397,10.30,4.70,4.50,2.03,0.39
3men,7.22012,4.11912,2.97683,2.15505,0.427128,6.70,3.70,2.50,2.02,0.39
3mfw,9.37479,4.18523,4.18523,2.4107,0.48788,9.50,4.10,4.10,2.35,0.48
3mia,22.2488,5.58187,5.58187,3.54855,0.652093,21.90,5.70,5.50,3.11,0.61
3mib,6.76643,6.73807,6.73807,2.75811,0.552387,6.10,6.10,5.90,2.70,0.54
3mif,7.69551,7.47012,7.47012,2.90615,0.575188,6.90,6.90,6.30,2.87,0.57
3mig,6.57906,6.26202,6.26202,2.73249,0.548189,6.10,5.90,5.50,2.69,0.54
3mlj,6.95974,6.79576,6.79576,2.82337,0.562732,6.50,6.50,6.10,2.78,0.56
3mlk,7.23901,6.76863,6.76863,2.84322,0.565786,6.70,6.30,6.10,2.77,0.56
3mmo,28.7445,28.7445,28.7445,4.86797,0.74639,27.70,27.70,27.70,5.16,0.76
3mqd,7.50143,7.50143,6.18909,2.36963,0.479004,7.10,7.10,5.70,2.25,0.45
3mqf,8.4931,6.93448,6.93448,2.58169,0.521799,8.30,5.90,5.50,2.48,0.51
3mrt,7.99331,7.2011,7.2011,2.55543,0.516884,7.70,5.90,5.30,2.46,0.50
3mrv,8.23667,7.18915,7.18915,2.57809,0.52113,7.90,5.90,5.50,2.48,0.51
3mrx,7.97994,7.05569,7.05569,2.54837,0.515546,7.70,5.90,5.10,2.46,0.50
3ms2,8.04706,7.05382,7.05382,2.50933,0.508008,7.90,6.10,5.30,2.42,0.49
3ms4,8.07041,7.14227,7.14227,2.59426,0.524116,7.90,6.30,5.30,2.50,0.51
3ms7,8.58036,7.14746,7.14746,2.57957,0.521405,8.50,5.90,5.50,2.48,0.50
3msc,8.08009,6.86629,6.86629,2.56981,0.519587,7.70,6.10,5.30,2.47,0.50
3mt7,8.03306,7.24182,7.24182,2.5423,0.51439,7.90,5.90,5.30,2.45,0.50
3mt8,8.07188,7.0618,7.0618,2.54181,0.514296,7.90,6.10,5.10,2.45,0.50
3mt9,7.7662,7.04504,7.04504,2.54238,0.514405,7.50,5.90,5.30,2.45,0.50
3mta,8.92806,7.00554,7.00554,2.5903,0.523388,8.70,6.10,5.50,2.49,0.51
3mtb,8.14173,6.84859,6.84859,2.57748,0.521017,7.90,6.10,5.50,2.48,0.51
3mtd,8.53421,7.13358,7.13358,2.56252,0.51822,8.50,5.90,5.30,2.47,0.50
3muo,22.8103,8.31131,8.31131,3.22523,0.617216,22.50,8.90,8.90,3.19,0.62
3n3g,18.2863,5.5188,5.5188,2.85716,0.567904,18.10,5.10,4.90,2.89,0.58
3n7r,13.2818,11.3627,11.3627,3.78959,0.674221,12.50,11.10,11.10,3.14,0.61
3nc4,8.66734,6.9359,6.9359,2.55359,0.516537,8.30,5.90,5.30,2.46,0.50
3nhg,5.87069,5.56062,5.56062,2.57641,0.520818,5.50,5.10,5.10,2.58,0.53
3njb,14.2483,14.2483,14.2483,3.23916,0.618862,13.90,13.90,13.90,2.85,0.57
3nnu,14.2492,5.64155,5.64155,3.10639,0.602571,13.70,5.50,5.50,3.05,0.60
3nnv,14.5375,5.84452,5.84452,3.10425,0.602298,14.10,5.70,5.50,3.05,0.60
3nnw,14.3365,5.72194,5.72194,3.09992,0.601742,13.90,5.30,5.10,3.05,0.60
3nox,7.23059,6.85401,6.85401,2.69573,0.542028,7.70,7.10,7.10,2.64,0.53
3np7,8.21207,7.03154,7.03154,2.56249,0.518215,7.90,5.90,5.30,2.47,0.50
3np9,8.12497,6.89997,6.89997,2.5249,0.511043,7.90,5.70,5.10,2.43,0.49
3npa,8.12109,7.19349,7.19349,2.57413,0.520393,7.90,5.90,5.30,2.48,0.50
3o2k,3.75701,3.75701,3.75701,2.16248,0.429097,3.70,3.50,3.50,1.97,0.38
3o3h,4.77101,4.49914,4.49914,2.29756,0.462661,4.70,4.10,3.30,2.29,0.48
3o3n,7.45153,5.57435,4.65279,2.26805,0.455669,6.70,5.50,4.30,2.21,0.44
3o6d,7.63956,7.63956,7.63956,2.70692,0.543921,7.30,7.30,5.70,2.72,0.55
3o80,20.9614,5.97915,5.97915,3.31903,0.628034,20.90,5.50,4.50,3.21,0.62
3obz,17.3482,3.38645,3.38645,3.11859,0.604126,16.70,3.30,3.10,3.10,0.60
3oi7,9.33342,7.01369,6.71743,2.9939,0.587639,8.70,6.70,6.50,2.69,0.54
3oib,5.79877,5.79877,5.37335,2.4765,0.501487,5.70,5.70,5.10,2.34,0.47
3ol3,6.99071,5.92507,5.35887,2.83012,0.563776,6.50,5.50,5.10,2.53,0.51
3or3,9.54563,9.54563,8.37493,2.72382,0.546751,9.10,9.10,8.10,2.49,0.51
3ovx,18.1075,5.45908,5.45908,2.83782,0.564959,17.90,5.30,5.10,2.86,0.57
3oy7,25.7797,4.27585,2.99493,3.58515,0.655644,25.70,4.10,3.10,3.39,0.64
3ozk,8.11631,2.66678,2.2185,2.36318,0.477582,7.70,2.30,2.10,2.15,0.43
3ozl,8.30061,2.655,2.4318,2.42363,0.490613,7.90,2.70,2.50,2.22,0.45
3p0z,10.3721,4.82843,4.72718,2.4065,0.486987,9.90,4.70,4.10,2.02,0.39
3p10,10.5195,5.04359,5.04359,2.36375,0.477708,10.30,4.70,4.30,2.03,0.39
3p8v,4.01417,3.19293,2.91547,2.05238,0.398471,4.10,2.90,2.90,2.05,0.40
3pfd,8.48402,7.85531,7.46713,2.50428,0.507018,8.50,7.30,7.10,2.35,0.48
3pgj,3.42867,3.24715,3.24715,2.13853,0.422703,3.10,3.10,2.90,1.90,0.35
3pm6,6.08228,5.99721,5.88847,2.52606,0.511267,5.70,5.70,5.50,2.28,0.46
3pxq,2.46286,2.10268,2.10268,1.96038,0.370242,2.10,1.90,1.90,1.92,0.36
3pxz,2.11773,1.97454,1.90687,1.95171,0.367444,1.90,1.90,1.70,1.93,0.36
3py1,2.34278,2.30183,2.30183,1.9452,0.365324,2.10,2.10,1.70,1.93,0.36
3q0t,7.94297,7.63995,7.63995,2.72895,0.547604,7.90,7.70,7.70,2.67,0.54
3q3c,9.86521,9.86521,9.86521,2.53862,0.513685,9.50,9.30,9.30,2.58,0.52
3q8h,10.6441,4.80853,4.34379,2.41,0.487732,10.30,4.50,3.70,2.04,0.40
3qb5,13.2677,13.2677,12.7403,3.12494,0.604931,12.70,12.50,12.10,2.78,0.56
3qbk,31.8125,23.0859,16.6491,3.55162,0.652393,16.10,16.10,8.70,3.23,0.62
3qbl,16.8055,16.8055,9.82287,3.53715,0.650971,16.10,16.10,8.70,3.21,0.62
3qd5,5.25492,5.25492,4.83325,2.20735,0.440702,4.90,4.90,4.50,2.13,0.42
3qhd,10.3663,4.66854,4.66854,2.39975,0.485544,9.90,4.30,4.30,2.05,0.40
3qi3,21.9432,21.9432,21.9432,4.68736,0.736618,21.70,21.70,21.70,2.91,0.58
3qmp,3.76271,3.76271,3.44117,2.03993,0.3948,3.50,3.50,3.10,2.04,0.40
3qss,4.8829,3.79539,3.79539,2.07776,0.405817,3.90,3.50,3.10,2.08,0.41
3qwh,6.71902,6.18308,3.74954,2.26629,0.455246,6.50,5.90,3.30,2.18,0.44
3qwi,6.74219,6.39576,3.83477,2.28257,0.459133,6.50,6.10,3.50,2.20,0.44
3qxc,3.1342,2.41026,2.36627,2.09207,0.409884,3.10,2.30,2.10,1.93,0.36
3qxh,3.22514,2.50876,2.50876,2.08706,0.408465,2.90,2.50,2.30,1.92,0.36
3qxj,3.2133,2.42079,2.42079,2.08589,0.408135,2.90,2.10,2.10,1.92,0.36
3qxs,3.16981,2.35204,2.35204,2.09233,0.409956,2.90,2.10,2.10,1.93,0.36
3qxx,3.2725,2.53012,2.48318,2.08971,0.409216,2.90,2.50,2.10,1.93,0.36
3qy0,3.30351,2.47476,2.32318,2.06517,0.402196,2.70,2.30,2.10,1.90,0.36
3r09,12.1672,11.4426,11.4426,3.68113,0.664623,11.50,11.10,10.90,3.55,0.65
3r0u,16.0546,16.0546,16.0546,3.39367,0.636215,15.70,15.70,15.70,3.27,0.62
3r10,15.8633,15.8633,15.8633,3.39401,0.636251,15.70,15.50,15.30,3.27,0.62
3r11,16.0671,16.0671,16.0671,3.39173,0.636007,15.90,15.90,15.70,3.27,0.62
3r5h,5.55802,5.28705,3.65978,2.37251,0.479636,5.70,4.90,3.50,2.31,0.47
3r77,4.74892,4.56114,4.04843,2.1337,0.421396,4.30,4.30,3.70,2.10,0.41
3r8a,10.4018,10.4018,5.66034,2.99708,0.588077,10.10,10.10,5.10,2.58,0.52
3rch,18.2427,5.42144,5.42144,2.94732,0.581122,17.70,5.50,5.30,2.72,0.55
3s4b,8.71108,6.12321,3.51124,2.34429,0.473371,8.30,5.70,5.50,2.34,0.48
3s6l,17.1437,17.1437,17.1437,3.53251,0.650513,16.90,16.90,16.90,3.07,0.60
3s8y,9.72812,7.82339,5.22158,2.69157,0.54132,9.50,7.30,4.70,2.67,0.54
3s99,8.80897,5.65983,4.02035,2.34837,0.474288,7.90,6.30,3.90,2.17,0.43
3sef,3.70957,3.18986,3.12895,2.30778,0.46504,3.70,3.50,3.10,2.01,0.39
3sn0,5.5855,5.5855,5.5855,2.20289,0.439569,5.30,5.30,5.30,2.17,0.43
3sn1,6.96983,6.96983,6.96983,2.24764,0.450728,6.70,6.70,6.30,2.18,0.44
3sn4,6.94058,6.94058,6.94058,2.24014,0.448888,6.90,6.90,6.30,2.17,0.43
3snn,6.24663,5.76958,5.76958,2.58464,0.522344,5.70,5.30,4.70,2.58,0.53
3stu,6.82669,6.50489,6.00578,2.68595,0.540361,6.50,5.90,5.70,2.60,0.53
3stv,5.47166,4.76097,3.56573,2.35805,0.476445,5.10,4.50,3.50,2.29,0.46
3stw,7.24652,7.05368,6.17241,2.74479,0.550214,7.10,6.90,5.90,2.66,0.54
3stx,5.23031,4.69287,4.15744,2.41686,0.489186,4.90,4.50,3.70,2.33,0.47
3sww,8.20689,7.71125,7.71125,2.75328,0.551602,8.10,7.90,7.70,2.69,0.54
3sx4,8.52781,8.19022,8.19022,2.75363,0.551657,8.10,8.10,8.10,2.70,0.54
3sym,8.21942,7.08294,7.08294,2.56973,0.519573,8.10,6.10,5.70,2.46,0.50
3syr,8.31722,7.13118,7.13118,2.57512,0.520579,8.30,5.90,5.70,2.47,0.50
3t26,7.44875,3.70136,3.70136,2.3382,0.472001,7.30,3.70,3.50,2.34,0.47
3t27,7.86975,3.76191,3.76191,2.37127,0.479365,7.70,3.70,3.70,2.37,0.48
3t2h,17.2542,13.8794,13.8794,3.60828,0.657852,16.70,13.90,13.70,3.61,0.66
3t2i,17.0054,13.6861,13.6861,3.57875,0.655028,16.70,13.50,13.50,3.58,0.66
3t2j,16.5529,13.5464,13.5464,3.53801,0.651056,16.30,13.30,13.30,3.54,0.65
3t3d,8.39051,6.72272,6.72272,2.56799,0.519247,8.30,5.90,5.30,2.47,0.50
3t3e,7.83257,7.08891,7.08891,2.55352,0.516523,7.70,6.10,5.30,2.46,0.50
3t3g,7.6664,7.13978,7.13978,2.59082,0.523484,7.70,5.70,5.50,2.48,0.51
3t3h,7.69103,6.46968,6.46968,2.57431,0.520427,7.70,5.90,5.50,2.47,0.50
3t3i,8.14479,7.30277,7.30277,2.57896,0.521293,7.90,6.10,5.30,2.48,0.51
3t6c,10.0296,10.0296,7.08628,2.44063,0.494161,9.90,9.90,6.90,2.29,0.46
3t9c,10.4715,4.92235,3.61659,2.74891,0.550888,10.50,4.70,3.50,2.71,0.55
3t9d,10.7916,5.0099,4.02077,2.76289,0.55316,10.70,4.90,3.90,2.72,0.55
3t9e,10.8355,5.08163,3.55318,2.73736,0.548994,10.50,4.90,3.30,2.70,0.54
3t9f,10.7657,5.54405,3.79252,2.80794,0.56033,10.50,5.30,3.50,2.70,0.55
3t9i,21.4921,4.8586,4.8586,3.39033,0.635856,21.10,5.10,4.90,2.86,0.57
3tbc,25.0887,16.7915,16.7915,3.97772,0.689629,24.90,16.90,16.70,3.53,0.65
3tfi,4.84943,4.29628,4.07691,2.28997,0.460881,4.30,4.10,3.50,2.29,0.46
3th7,8.30092,4.39138,4.39138,2.42733,0.491388,8.50,4.50,4.10,2.37,0.48
3the,6.29172,4.29345,4.29344,2.18856,0.435901,6.90,3.90,3.70,2.13,0.42
3thj,9.24559,4.57142,4.57142,2.43006,0.491961,9.50,4.70,4.50,2.37,0.48
3tj7,6.29355,5.56751,4.82661,2.65526,0.535049,6.10,5.10,5.10,2.44,0.50
3tm4,9.26644,3.96641,3.6342,2.74549,0.550328,9.10,3.90,3.90,2.67,0.54
3tm5,9.41403,4.12978,3.6681,2.71026,0.544483,9.30,3.90,3.50,2.66,0.54
3tor,6.14972,4.90655,4.58445,2.49331,0.504848,5.90,5.70,4.30,2.57,0.52
3tt4,4.57723,2.40864,2.12185,2.26092,0.453954,4.50,2.10,1.90,2.26,0.46
3ttz,6.82005,3.38199,3.38199,2.31714,0.467201,6.50,3.30,3.10,2.23,0.45
3u2d,6.31679,3.34212,3.34212,2.31081,0.465742,6.30,3.10,2.90,2.23,0.45
3u2k,6.12231,4.03083,4.03083,2.31534,0.466787,5.90,3.50,3.10,2.22,0.45
3uge,5.17228,5.08509,5.08509,2.35171,0.475033,5.10,4.90,4.90,2.35,0.48
3uib,7.06556,7.06556,7.06556,3.01418,0.590414,6.70,6.70,6.70,2.59,0.53
3upb,7.20412,6.97045,4.15373,2.40323,0.486288,6.70,6.50,4.10,2.17,0.43
3uwn,12.1131,9.0541,7.56471,3.28619,0.624316,12.10,8.70,7.30,3.17,0.61
3v0h,5.36842,4.20271,3.02477,2.37711,0.480642,5.10,3.90,2.50,2.29,0.46
3vey,11.1556,8.57242,8.57242,3.0147,0.590484,10.90,8.50,8.50,2.97,0.59
3vhb,8.95633,5.29712,5.29712,2.63689,0.531809,8.70,4.90,1.70,2.42,0.49
3ws0,4.05908,3.0977,3.0977,2.25529,0.45259,3.70,3.30,3.30,2.19,0.44
3ws1,3.79373,3.0897,3.0897,2.2141,0.442406,3.70,3.30,3.30,2.17,0.43
3ws2,3.84908,3.25834,3.25834,2.22636,0.445476,3.50,3.30,3.10,2.18,0.44
3ws4,3.79393,3.06232,3.06232,2.23982,0.448809,3.70,3.30,3.30,2.18,0.44
3ws5,3.85246,2.92301,2.92301,2.18612,0.435271,3.90,3.30,3.10,2.13,0.42
3wzm,9.04676,9.04676,9.04676,2.97901,0.585577,8.90,8.70,8.50,2.81,0.56
3yas,9.48231,7.05566,6.53835,2.78895,0.557335,9.30,6.50,6.30,2.77,0.56
3zc7,5.14557,5.1369,4.46041,2.21925,0.4437,4.70,4.30,4.30,1.83,0.33
3zhb,23.5389,16.9695,16.9695,4.25968,0.710174,23.30,16.30,15.90,3.95,0.69
3zme,7.8794,5.93638,3.4346,2.76474,0.55346,7.70,5.90,3.30,2.48,0.51
3znb,4.89082,3.46361,3.46361,2.18053,0.433822,4.50,3.50,3.30,2.13,0.42
3zqe,12.7705,7.10168,5.27481,3.087,0.600075,12.70,6.30,5.30,2.67,0.54
3zud,5.32301,4.6084,3.65933,2.21032,0.441453,4.50,4.50,3.70,2.23,0.45
3zzf,6.66099,6.14371,6.14371,2.57689,0.520909,6.30,5.90,5.10,2.43,0.49
4a3h,6.18289,4.97891,4.97891,2.18165,0.434113,5.90,4.70,4.50,2.16,0.43
4a7i,6.14731,5.3105,5.3105,2.44309,0.494669,5.70,5.10,4.90,2.01,0.39
4a7y,6.41498,4.90254,4.55646,2.759,0.552531,5.90,4.70,4.50,2.69,0.54
4ag3,7.05089,6.37908,3.65209,2.48951,0.504091,6.50,6.30,3.50,2.28,0.46
4agl,8.17052,6.16536,3.53984,2.7848,0.556677,8.10,5.90,3.30,2.50,0.51
4agm,7.84311,6.02677,3.57178,2.73277,0.548235,7.50,5.90,3.30,2.47,0.50
4agn,7.86674,5.12072,3.73694,2.74465,0.550191,7.70,5.10,3.30,2.48,0.50
4ago,8.04952,6.10127,3.59302,2.765,0.553502,7.70,6.10,3.50,2.48,0.50
4agp,7.79876,6.04186,3.65574,2.75352,0.551639,7.50,5.90,3.50,2.48,0.50
4agq,7.71193,6.06561,3.63713,2.7714,0.554533,7.30,5.90,3.50,2.48,0.50
4ah9,12.2629,5.97016,5.97016,2.86265,0.568733,11.90,6.10,5.90,2.39,0.49
4ahr,12.194,5.79059,5.79059,2.89335,0.573308,11.50,5.50,5.50,2.42,0.49
4ahs,12.6144,5.68759,5.68759,2.94202,0.580367,12.10,5.30,5.30,2.43,0.50
4aht,12.6291,5.90845,5.90845,2.90617,0.575191,12.10,5.90,5.90,2.40,0.49
4ahu,10.8904,5.81822,5.81822,2.86948,0.569758,10.50,5.90,5.90,2.40,0.49
4ahv,13.0736,5.74474,5.74474,2.93745,0.579714,12.50,5.70,5.50,2.42,0.49
4ai7,8.53907,7.79957,2.39713,2.5444,0.514789,7.90,7.70,2.10,2.53,0.51
4akm,8.1274,7.85534,7.85534,3.23543,0.618422,8.10,7.90,7.50,3.04,0.60
4al3,6.97042,5.3658,5.3658,2.76971,0.554261,5.90,5.10,5.10,2.41,0.49
4amf,4.57538,4.38616,4.38616,2.16596,0.430015,4.30,4.10,3.90,2.14,0.42
4azp,11.5473,3.77261,3.77261,2.54366,0.514649,12.10,3.70,3.70,2.47,0.50
4azq,11.3748,3.32916,3.32916,2.46865,0.499901,11.90,3.10,2.90,2.44,0.50
4bcf,13.646,13.646,13.646,4.36384,0.717091,13.30,13.10,13.10,4.15,0.70
4bcg,13.936,13.936,13.936,4.35519,0.71653,13.70,13.70,13.50,4.17,0.71
4bch,14.0972,14.0972,14.0972,4.43047,0.721346,13.90,13.90,13.90,4.22,0.71
4bci,14.2373,14.2373,14.2373,4.46877,0.723734,13.90,13.30,13.30,4.25,0.71
4bcj,13.8311,13.8311,13.8311,4.49404,0.725287,13.90,13.70,13.50,4.28,0.71
4bdw,13.0363,3.25982,3.25982,2.92329,0.577679,12.70,3.10,3.10,2.88,0.57
4bms,18.9313,14.5843,14.5843,3.76248,0.671874,18.50,13.30,13.30,3.74,0.67
4bmv,17.6761,9.72075,5.57442,3.45001,0.642155,17.10,9.30,5.50,3.37,0.64
4bvx,5.52462,3.5961,1.98895,2.15671,0.427568,5.10,3.50,2.10,2.07,0.41
4bxc,11.8442,10.9152,8.49649,3.09904,0.601628,11.50,10.70,7.90,2.90,0.58
4c0k,13.215,6.84793,6.84793,3.27537,0.623075,12.70,6.50,6.50,3.11,0.61
4c0l,11.5785,6.9619,6.9619,3.18681,0.612601,11.50,6.90,6.70,3.03,0.59
4c4o,7.9784,7.21546,5.35971,2.61736,0.528316,7.90,7.70,7.30,2.39,0.49
4ck0,13.2965,11.6642,11.6642,4.12618,0.700796,13.30,11.50,11.30,3.51,0.65
4cmq,5.94767,5.53221,5.19054,2.81457,0.561365,6.30,5.30,5.10,2.39,0.49
4coj,5.28844,4.40495,3.30958,2.14386,0.424139,4.90,4.10,3.10,1.96,0.37
4col,5.19056,4.37696,4.06907,2.15978,0.428382,4.90,4.70,3.90,1.95,0.37
4cv8,13.6527,13.529,8.44181,3.76392,0.671999,13.70,13.50,8.10,3.09,0.60
4d9n,5.08583,4.33268,4.33268,2.22093,0.444121,5.10,4.30,4.10,2.19,0.44
4dey,10.7413,7.45408,7.45408,3.58017,0.655165,10.30,7.50,7.10,2.49,0.51
4dki,5.42677,5.02557,4.13275,2.66228,0.536275,5.30,4.90,3.30,2.64,0.54
4dql,50.1055,6.83063,6.83063,4.60381,0.731838,50.10,6.70,6.70,4.43,0.72
4dr9,4.89343,4.10839,2.5035,2.26054,0.453862,4.50,3.90,2.30,2.17,0.43
4dwd,7.40192,4.62314,4.62314,2.33962,0.472322,7.50,4.50,4.50,2.24,0.45
4e0w,9.59033,5.29943,5.29943,2.59366,0.524005,8.90,5.10,5.10,2.56,0.52
4ejm,7.24674,7.24674,7.24674,2.79287,0.557957,7.10,6.90,6.90,2.58,0.52
4ekg,44.9217,8.49717,8.49717,4.78896,0.742205,44.90,8.10,8.10,3.63,0.66
4eki,44.4686,8.48817,8.48817,4.56772,0.729719,44.30,8.10,8.10,3.46,0.65
4em7,6.73417,4.66423,3.6111,2.51916,0.509928,6.50,4.50,3.30,2.16,0.43
4emv,6.85153,4.44711,3.49822,2.48979,0.504148,6.30,4.30,3.30,2.17,0.43
4erw,4.55331,3.24805,3.24805,2.07115,0.403922,3.90,2.70,2.10,1.99,0.38
4ez3,3.94803,1.96386,1.93311,2.00616,0.384613,3.90,2.10,1.70,1.93,0.36
4ez7,2.15571,1.96581,1.95059,1.94891,0.366533,2.10,1.90,1.90,1.93,0.36
4f3a,30.1964,14.2835,14.2835,3.38914,0.635728,29.50,13.90,13.90,3.26,0.62
4f3x,9.09338,7.57443,6.71343,2.43339,0.492655,8.70,6.70,6.70,2.35,0.48
4fci,9.78684,4.65493,4.65493,2.46222,0.498595,9.70,4.70,4.30,2.39,0.49
4fck,8.74282,4.58397,4.58397,2.41654,0.489118,8.90,4.70,4.30,2.36,0.48
4fiz,12.4189,12.4189,8.52994,2.77483,0.555083,12.10,7.90,7.90,2.67,0.54
4fj0,6.08692,5.70722,3.02844,2.14628,0.424788,5.90,5.50,2.70,2.06,0.40
4fj1,6.0479,5.95307,3.1286,2.16592,0.430004,5.50,5.50,2.90,2.08,0.41
4fj2,6.26646,6.21775,3.30334,2.19781,0.438274,6.10,5.90,3.10,2.11,0.42
4fk8,9.49938,6.10798,6.10798,2.80743,0.56025,8.90,7.10,5.70,2.55,0.52
4fo8,5.44223,4.00561,4.00561,2.43547,0.493088,5.10,3.90,3.90,2.26,0.46
4fr8,5.92438,5.68005,4.17362,2.11498,0.416275,5.90,5.70,3.70,2.09,0.41
4fwy,2.79227,2.77345,2.29563,2.16102,0.428711,2.50,2.50,2.10,2.16,0.43
4fyx,16.0059,7.95686,7.95686,2.95795,0.582628,16.30,7.70,7.70,2.92,0.58
4fyy,15.5171,8.07866,8.07866,2.95115,0.581666,16.10,7.50,7.50,2.91,0.58
4g3e,26.8078,5.51641,5.51641,3.26928,0.622373,26.50,5.50,5.50,2.98,0.59
4g8n,5.6537,5.13564,5.13564,2.44952,0.495996,5.30,4.90,4.70,2.43,0.49
4g9n,5.73847,3.37046,3.37046,2.12885,0.420077,5.50,3.30,2.30,2.12,0.42
4gfd,5.3461,3.96446,2.84866,2.25689,0.452978,5.10,3.50,2.70,2.09,0.41
4gh6,21.7182,21.7182,21.7182,4.76782,0.741062,21.50,21.50,21.30,4.76,0.74
4ghd,9.75148,6.48034,5.54645,2.43985,0.493999,9.30,6.10,6.10,2.39,0.49
4ghe,9.61217,6.59926,5.89161,2.4487,0.495827,9.10,6.50,6.30,2.39,0.49
4ghf,9.61109,6.45123,5.56233,2.45393,0.496903,9.10,6.30,6.30,2.39,0.49
4ghg,9.83582,6.65448,5.48105,2.45291,0.496693,9.30,6.50,6.30,2.40,0.49
4ghh,9.68731,6.5739,5.51608,2.44408,0.494874,9.30,6.50,6.10,2.39,0.49
4gnv,3.67568,3.59447,3.07893,1.98646,0.37851,3.10,3.10,3.10,1.93,0.36
4gs6,22.0112,10.9323,8.01514,4.12046,0.700381,21.70,10.90,7.50,3.89,0.68
4gsm,10.0917,4.71434,4.71434,2.4371,0.493428,10.30,4.50,4.50,2.37,0.48
4gsv,9.05576,4.48559,4.48559,2.44083,0.494201,9.10,4.50,4.30,2.38,0.48
4gsz,8.79249,4.73197,4.73197,2.47722,0.501631,8.50,4.50,4.50,2.41,0.49
4gts,6.27109,6.15835,6.15835,2.40062,0.48573,5.90,5.50,5.50,2.31,0.47
4gtt,6.43089,4.84148,4.84148,2.4144,0.488664,5.10,4.70,4.70,2.32,0.47
4gtv,6.84922,5.63207,5.63207,2.42985,0.491917,6.50,5.30,5.10,2.33,0.47
4guh,3.27377,3.1959,1.77905,1.97823,0.375924,3.30,3.10,1.70,1.89,0.35
4gwc,10.0772,4.44413,4.44413,2.47181,0.50054,10.50,4.30,3.90,2.40,0.49
4gwd,8.92525,4.78557,4.78557,2.47974,0.502139,8.90,4.30,4.30,2.41,0.49
4h2h,8.26648,6.95357,6.63353,2.40828,0.487366,7.90,6.70,6.50,2.33,0.47
4hcc,6.20811,5.30899,5.30899,2.39966,0.485524,5.30,5.10,4.50,2.29,0.47
4hdc,4.9229,2.95481,2.90627,2.24068,0.449021,4.90,2.70,2.70,2.13,0.42
4hej,4.82238,3.24987,2.72133,2.24306,0.449605,4.70,2.70,2.50,2.15,0.43
4hgo,5.42795,5.42795,3.38806,2.20599,0.440358,5.10,5.10,3.50,2.18,0.44
4hgp,3.07297,3.07297,3.07297,2.15494,0.427098,2.90,2.70,2.70,2.14,0.43
4hif,2.63216,2.41243,2.41243,1.6428,0.248497,2.50,2.30,2.10,1.64,0.49
4hig,2.42775,2.26418,2.26418,1.65554,0.254281,2.30,2.10,2.10,1.65,0.50
4hkr,13.063,13.063,13.063,3.66277,0.662941,12.50,12.50,12.50,2.81,0.56
4hks,13.1812,13.1812,13.1812,3.6888,0.66532,12.50,12.50,12.50,2.83,0.57
4hlc,4.8687,2.81265,2.50004,2.22365,0.444801,4.70,2.70,2.30,2.11,0.42
4hld,5.18377,2.59463,2.50333,2.13195,0.420921,4.90,2.30,2.30,2.04,0.40
4hn2,10.9435,5.0924,3.93395,2.78854,0.557271,10.90,4.70,3.50,2.75,0.55
4hra,43.7775,6.6171,6.6171,4.42621,0.721078,43.30,6.70,6.50,3.37,0.64
4hvj,5.40603,4.24748,4.24748,2.30235,0.463779,5.10,3.90,3.70,1.96,0.37
4ifc,5.71667,5.41165,4.90379,2.61755,0.528349,5.50,5.30,4.70,2.41,0.49
4iir,5.67805,5.20591,5.00757,2.6581,0.535545,5.30,5.10,4.90,2.43,0.49
4ijp,5.58839,5.2137,5.13741,2.62267,0.52927,5.30,4.50,4.50,2.44,0.50
4ir3,15.4831,7.12273,6.61679,4.23169,0.708256,14.90,7.70,6.30,4.20,0.71
4ir4,15.6694,7.34776,6.59177,4.26684,0.71066,14.90,7.50,6.50,4.23,0.71
4ir5,15.2923,7.29897,6.33336,4.22602,0.707865,14.70,7.70,6.10,4.19,0.71
4ir6,14.8453,6.9896,6.34696,4.18827,0.705232,14.30,6.70,6.30,4.16,0.70
4iro,12.5805,10.6573,9.27858,3.12207,0.604567,12.10,10.50,8.90,3.12,0.61
4iu5,8.26659,8.26659,8.26659,2.62224,0.529194,8.10,8.10,7.90,2.45,0.50
4j1a,4.61966,2.957,2.957,1.98398,0.377732,4.50,2.70,2.50,1.98,0.38
4j1b,4.31942,2.89123,2.89123,1.97672,0.375446,4.30,2.50,2.30,1.98,0.38
4jdw,19.1722,19.1722,19.1722,4.203,0.706265,18.70,18.70,18.70,3.61,0.66
4jkn,5.72392,4.47154,4.3871,2.19828,0.438393,5.30,4.10,3.90,2.20,0.44
